""	"SM001"	"SM002"	"SM003"	"SM004"	"SM005"	"SM006"	"SM007"	"SM009"	"SM010"	"SM011"	"SM014"	"SM015"	"SM016"	"SM020"	"SM021"	"SM022"	"SM023"	"SM024"	"SM025"	"SM027"	"SM030"	"SM031"	"SM032"	"SM039"	"SM040"	"SM041"	"SM042"	"SM043"	"SM044"	"SM045"	"SM046"	"SM050"	"SM054"	"SM055"	"SM056"	"SM057"	"SM058"	"SM059"	"SM061"	"SM062"	"SM063"	"SM064"	"SM065"	"SM067"	"SM069"	"SM070"	"SM071"	"SM072"	"SM073"	"SM074"	"SM075"	"SM076"	"SM077"	"SM078"	"SM080"	"SM081"	"SM082"	"SM083"	"SM084"	"SM085"	"SM087"	"SM088"	"SM089"	"SM091"	"SM092"	"SM093"	"SM094"	"SM097"	"SM098"	"SM099"	"SM103"	"SM105"	"SM110"	"SM112"	"SM116"	"SM124"	"SM125"	"SM126"	"SM127"	"SM129"	"SM130"	"SM131"	"SM132"	"SM133"	"SM134"	"SM135"	"SM136"	"SM137"	"SM139"	"SM140"	"SM141"	"SM142"	"SM143"	"SM144"	"SM145"	"SM146"	"SM147"	"SM150"	"SM151"	"SM152"	"SM153"	"SM154"	"SM155"	"SM156"	"SM157"	"SM158"	"SM159"	"SM160"	"SM162"	"SM164"	"SM165"	"SM166"	"SM167"	"SM168"	"SM169"	"SM170"	"SM173"	"SM174"	"SM176"	"SM177"	"SM179"	"SM180"	"SM181"	"SM182"	"SM183"	"SM184"	"SM185"	"SM186"	"SM187"	"SM188"	"SM189"	"SM193"	"SM194"	"SM196"	"SM197"	"SM198"	"SM199"	"SM200"
"Contig15712_s_at"	567.4	179.9	215.5	187.6	82	159.1	426.3	689.5	186.2	113.7	386.4	552.3	82.5	236.2	129.2	300.5	125.1	520.5	143.1	500.9	413.3	410.2	459.2	328.7	307.8	335.9	109.3	355.9	510	342.4	426.2	198.8	200.8	235.1	116	356.5	169.5	258.6	154.1	331.8	305.1	49.1	153.1	224.1	438.2	69.7	115.5	597.6	455.2	373.1	337.4	155.5	470.8	103.7	281.4	88.4	134.3	459.3	199.8	103	133.7	34.5	82.6	171.8	135.4	70.4	121.7	512.1	107.7	80	313	105.8	322.5	58.7	74.8	315.6	113.4	468	375.9	192.7	115.5	135.5	109.1	335.6	119.1	181.7	201	104.2	304.6	347.1	377	603.6	148.3	598.1	469.9	90.6	351.6	83.1	98.4	191.2	276.6	376.9	62.6	113.8	92.3	468.3	154.3	139	293.3	101.9	77.9	50.8	90.9	399.8	238.4	92.3	158.8	61.7	268.4	159.1	187.6	118.9	44.1	84.9	69.2	104	93.1	96.7	316.8	405.2	83.5	210.4	110.4	266.3	124.4	523.7	105	141.1
"Contig15861_at"	385.7	480.7	219.9	395.7	179.7	153.3	447.5	731.9	265.5	235.1	606.6	628.3	316.3	408.2	230.3	339.7	229.9	613.1	319.9	619.9	462.4	288.1	427	449.8	309.8	493.8	223.3	601.3	456.7	493.4	321.6	253	116.8	331.2	181	467.4	300.5	291.4	283.9	440.8	407.6	221.1	354.3	229.2	611.6	211	631.5	559.4	611.1	617.1	434.4	150.5	529.7	309.4	343	105.5	264.4	521.7	273.2	159.8	146.6	428.3	136.2	309.7	265.1	132	217.5	649.8	347.7	190.4	505.4	409.6	685.2	245.6	199.5	309.5	239.2	579.9	459.3	405.1	255.8	176	229.1	514.1	378.1	223.4	302.1	432.1	441.7	458.5	338.6	556.9	143.2	466	583.7	374.2	512.7	242.2	373.7	256.2	487.4	365.2	197.3	253.7	283.1	791.5	443.9	152.5	372.8	292	161.9	140.4	261.1	448.7	337.3	193.5	193.9	215.8	357.9	190	571.1	344.2	292.2	173.8	275	234.6	329.4	302.6	359.3	678.8	257.3	405.8	275.9	216.3	343.8	581.9	260.2	174.5
"Contig15910_at"	1482.2	1232.1	1065.8	1405.4	703.9	904	1187.2	1898.5	1082.6	857.1	1249.5	1256.7	675.7	1179.6	849.8	1002.9	893	1862.6	1146.2	1638.9	1160.9	1972.4	1419.1	1156.9	901.8	970.1	787.5	1589.5	1572.7	1220.8	879.6	823.1	745.9	1061.9	662	1334.1	1211	1112.2	1079.5	1250.8	1041.4	724.6	957.7	1002.8	1457.4	942.4	866.4	1528.6	1364.5	1472.4	1109.3	608.1	1218.4	752	1001.8	585.4	711	1174.1	745.3	804.4	773.1	908.8	603.5	941.7	1208.4	669.6	923.9	1474	1003.3	926.2	1251.2	1124.7	1159.7	662.8	777.9	1035.6	956.7	1589.9	1292.8	804.7	1070.7	856.7	479.6	1327.7	641.8	776.3	953.5	929.7	1130.4	1097.4	1049.4	1666.8	472.1	1210.9	1550	561.3	1236.4	994.2	1160.6	836.6	1215.6	888.7	635.6	971.8	627.7	1817.9	996.3	866.2	1104.4	913.9	417.6	723.7	978	1175.2	751	969.2	757.9	562.4	947.5	764.5	1063.1	752.1	789.7	612.7	783.3	891.2	650.4	927.3	775.9	1510.9	722.9	1148.3	744.3	933	1078.5	1609.9	712.4	871.7
"Contig18035_at"	96.8	149.4	107.2	185	123.3	117.1	1334.5	1472.7	168.4	200.3	2035.4	1716.9	225.9	893.8	129	801.7	129.7	1233.2	153.8	1256.7	213	1331.6	1345.7	1104	1176.3	1305.1	153.6	1195.7	1396.8	751.9	819	127	120.3	131.9	120.9	95.4	230.2	1104.3	225.5	1276.5	1173.5	198.7	180.8	135.7	1680.6	112.7	153.4	1683.2	1368.1	1160	1242.1	118.7	1556.4	238	1005.5	110.8	281.7	1629.3	191.6	127.8	141.5	143.4	127.1	226.8	152.1	106.3	181.9	1317.6	224.2	1246.2	191.7	209	1830.4	211.8	85.8	1244.7	217.3	1253.2	1344.8	1206.3	223.7	153.5	731.4	1386.9	151.8	1281.9	899.7	209.6	1231.1	1567.1	1017.1	2051.4	143.5	1713.5	1852	145.7	1418.3	124.7	181.7	171.9	1680.6	1292.8	127.4	164.3	136.5	1995	673.1	164.8	1076.8	1033.3	101.4	78.3	186.8	1127.3	1458.4	148	200.4	135	842.4	148.7	1734.3	185.8	178.2	154.6	198.9	1270.6	191.6	181.8	1086.5	1566.7	238	1000.2	201.4	258.4	173.6	1590.3	106	135.6
"Contig18367_at"	57.8	123.9	86.4	58.6	43.8	23.1	65.9	226.2	52.3	40.7	89.3	112.7	78.7	109.1	67.1	56	18.6	66.3	18.4	50.3	84.5	35	60	39.5	49.2	46.4	28.1	103.8	60.6	77.6	40.3	15.3	31.1	49.8	32.2	125	70.3	53.2	82.6	52.4	80.2	26.5	44.3	51.3	80.1	26.7	72.1	52.9	135.1	72.9	88.4	19	81.1	37.5	69.2	24.4	65.8	81.3	34.1	36.8	18	24.7	24.8	39.7	39.3	22.5	31.5	99.3	88.5	17.6	25.7	53	114.1	39.7	30.6	47.1	37.7	93.4	111.3	78.8	39.5	55.9	79.8	103.7	32.3	83.4	59.5	66.9	125.9	59.1	27.3	72	39.9	82.8	118.5	19.3	42	38.2	45.1	13.7	80.7	69.8	19.1	41.3	28.1	146.9	130.6	38.9	66.7	43.6	30.5	21	42.9	78	74.2	34.1	39.2	43.6	40.4	29.6	96.2	36.9	14.3	30.3	22.1	32.9	23.2	25.1	71.6	79.4	35.1	81.6	29.3	79.5	135.9	79.2	60.2	47.5
"Contig20690_at"	123.1	73.9	41.4	138.2	49.8	55.1	119.1	192.9	121.1	71.5	187.7	152.5	94.5	101.8	82.8	94.7	59	184.4	46	157.1	129.7	140.9	126.5	63.7	96.5	105.6	62.1	139.2	101.2	100.9	54.3	17.3	55.9	144.1	48.9	172.4	76.3	81.8	78.3	107.3	115.6	40.7	41.9	76.8	127.7	45.4	95.7	145.3	182.4	158.7	99.7	48.5	146.6	61.4	118	31.1	99.8	134.4	66.2	41.4	57.8	107.4	58.4	63	72.4	60.6	75.3	181.4	96.4	69.6	115.2	159.8	201.8	48.9	41.9	98.9	89.6	151.2	122.5	103.2	96.6	56.3	83.3	133	73.8	50.8	96.9	93.1	127.8	146.6	93.9	139.6	50.8	136.5	125.6	43.4	138.6	88.7	94.9	112.4	153	71.3	36.5	53.8	58.3	156.6	124.4	23.6	117.3	78	19.4	35.4	84.9	123.5	116.5	65.5	53.8	61.2	71.7	67.2	152	80.7	105.3	36.1	55.3	44.6	89.1	42.7	98.8	136.9	49.1	88.8	91.1	44.9	85.9	166.1	48.8	55.2
"Contig25772_at"	115.1	107.3	67	31.3	51.5	33.8	90.5	167.1	55.6	38.6	99.8	158.3	52.3	87.1	49.1	47.4	29.5	145.6	33.5	97	104.8	162.1	102.8	121.3	118.9	89.3	54.9	121.4	118.5	104.1	99.6	47	47.6	60.5	50.4	186.6	41.8	80.2	19.4	89.3	99.8	52.7	44.1	59.1	153.8	27.9	31.2	154	137.4	137.9	123.1	50.4	145.4	64.7	122.1	35.8	54.7	148.3	57.2	11.6	62.1	50	15.5	78.1	74.1	28.6	67.6	133.3	35.1	18.8	63	57.7	107.8	30.7	43.8	84	43.7	135.2	112.8	104.3	66.9	60.8	64	84.2	51.3	127.7	68	39.5	84	85.3	61.3	161.1	38.8	152.5	108.5	12.7	73.4	71.3	34.1	33.9	98.2	83.7	20.4	49.4	23.2	208.2	99.7	26.1	88	65.1	12.5	42	41.1	124.8	75.4	41.3	23.3	57.5	93.8	33.9	69.9	73.5	36	8.4	37.1	139.8	13.4	28.1	71.3	134.6	44	114.5	48.4	52.4	56	140.1	43.2	46.1
"Contig2598_s_at"	2822.3	3142.5	2820.6	3113.6	2507.2	2623.3	3558.3	5529.6	2597.3	2691.4	4002.7	4180.6	2993.1	3282.7	2004.5	2845.9	2256.3	3965.7	3063.9	3952	3070.7	3720.6	3525.9	2681.5	2944.2	2675.7	2257.3	3039.4	3812.3	3365.2	1755.7	2776.4	2314.9	3806.9	3172.6	4133.5	3198.3	2577.8	3307.7	3631.7	3386.5	2589	2137.6	2221.7	3487	3777	2919.1	3941.1	3740.6	4183.8	3252.1	1863.4	3497.8	2362.2	3366.6	1726.2	2683	3498.6	2053.9	2575.8	2167.6	2755	2634.9	2789.4	2939.8	1963	2872.7	3979.4	2298.2	3214.6	2295.5	2808	3193.4	2431.8	2313.6	2776.3	3138.4	4415.3	3485.7	2781.5	2650.1	1809.6	2553.5	3204.7	2430.9	2947.2	2565.3	2763	3245.2	2993.1	3097.8	4188.5	2228.3	3713.2	4151.9	2487	3109	2354.5	2468.6	2352.8	3762.5	2670.9	2567.8	2748.2	2040.8	4876.4	3956.2	2652	3208.1	2193.6	2480.8	2325.4	2221.6	2873.5	2732.4	2132.8	3180.2	1910.1	2627.4	2244.4	3399.9	1976.8	1435.4	1771.8	2247.1	2818.5	2719.4	3030.9	2973.1	3412.4	3698.5	3782.5	2006.7	2629.9	2932.2	5051.8	2230.8	2049.7
"Contig26418_at"	44.2	57.5	44.9	31.7	32.7	46.8	76.3	100.8	42.8	47.3	78.6	78.2	53.3	57	68.7	50.7	19.2	101.3	38.5	71.2	43.6	72	65.7	65.1	51.8	66.7	33.6	89.6	76.3	65.9	51	21.7	44.1	28	47.4	55	41.4	61.8	65.2	62.2	66.6	45.1	54.3	58	92.5	37.7	54.8	71	77.1	93.7	53.2	46.6	77.1	59.6	49.5	38	46.9	67.8	56.7	37.7	39.6	39.9	18.6	45.6	66.5	32.3	58.3	100	43.7	78.7	64.2	65	86.1	38	44.7	49.5	35.9	88.4	76	54.1	72.6	49.6	41	68.5	24.6	52.8	35.5	45.3	64.9	72.7	64.7	107.7	28.6	99.7	113.4	16.7	66.2	36.8	50.5	25.7	76.7	65.4	38	42.2	25.2	130.9	48.1	36.2	68.4	70.1	8.3	42.9	39.8	103.5	61.3	51.3	29.9	50.6	70.8	49.3	18.8	37.2	47.6	24.7	16.9	69.7	34.5	24.4	50	88.1	52.1	70.4	63.9	54.2	63.9	98.4	45.6	47.4
"Contig3141_at"	63.9	66	47	105.4	76.3	58.2	1131.1	1847.7	94.6	86.9	1357.6	1476.9	138.6	1206	86.8	924.6	60.5	1447.1	106.5	1202.9	157.3	1261.7	1250.2	1090.8	961.2	916.9	131.9	1300.2	1448.5	1182.8	730.6	111.1	67	47.6	71.4	109.8	91.4	843.8	182.9	1238.9	1027	119.6	57.7	92.9	1338.3	45.6	54.2	1368.3	1322.1	1604.5	1006.6	73	1155.5	150.7	789.2	53.1	88.5	1200.1	95.9	70.2	83.1	98	49.3	90.9	64.2	81.3	68.9	1502.3	1107.9	981.9	113.5	120.7	1252.1	83	90.5	945.7	105.4	1516.2	1257.2	800	131.5	61.6	637.6	1209	104.5	132.8	836.8	139.6	1157.7	1049.7	830.4	1447.4	93	1205.5	1447.6	122.1	1032.7	91.9	59.2	73.7	1079.1	781.1	64.8	95.8	56.7	1706.2	1129.7	95.7	984.1	993.8	38.1	51.9	103.4	990.6	782.3	78.9	102.8	137.3	905.9	83	55.5	53.6	56.1	86.4	92.9	997.7	1206.9	137.2	842.5	1279.4	126.3	1116.2	1031.5	75	189.9	1547.9	77.4	55.1
"Contig4694_s_at"	1221.4	1194.4	1348.7	1559.9	783.7	1102.4	1434.6	2113	1290.6	1290.7	1505.1	1700.1	1198.8	1462.4	1103.5	1120.6	1054.6	1699.8	1314.1	1478.3	1140.6	1495.2	1341.5	1391.6	1271.7	972.1	978	1368.7	1729	1287.7	864.4	913.2	1082.8	1087.1	850.3	1040.5	1474.3	896.8	1356	1337.5	1296.5	1042.7	1019.4	1277.4	1688.4	1267.4	1286.2	1686.8	1487.5	1705.6	1241.8	924.4	1377.9	1027.5	976.3	756.5	1008.6	1502.1	1091.4	920.7	962.3	1140.3	844.7	1258.1	1526.2	758.7	1178.6	1653.9	1015.6	1314.5	1098	1231.5	1403.7	862.5	967.3	1079.7	1369.7	1820.8	1479.3	861.2	1349.3	998	867.8	1259.6	1034.1	1319.1	991.2	1275	1350.7	1230.5	1118.8	1822.5	897.3	1595	1619.5	823.9	1247.5	1154.7	960.1	970.8	1368.9	1038.3	907	1139.8	944	2095.3	1382.6	1014.2	1206.4	1010.8	698.2	879.6	948	1302.1	1086.7	1078.3	1087.2	860.8	1084.6	868	1107.7	1045.7	1241.8	842.3	1094.1	1305.7	1238.2	1237.9	1153.9	1426.7	1188.9	1395.5	1019.4	1298.9	1247.9	1917.9	929.7	1091.2
"Contig4695_at"	346.5	334.3	308.8	338.7	222.8	219	493.9	695	279.7	261.5	532.6	580.4	265.2	408.3	233	396.9	293.5	481.5	384.6	442.1	293	501.2	529.5	462.9	420.8	431.9	200.5	472.7	562.5	518.1	370.3	254.7	258	356.5	240	259.5	384.1	292.5	307	411.3	395.5	238.6	345.3	295.1	665.9	324.4	370.6	542.1	404.5	585.6	471.8	216.5	479.8	256.9	312.6	193.9	204.3	520.7	263.1	224.7	177.3	224.9	198.7	351.4	388.5	155	329.9	558	234.9	527.7	242.1	239.1	477.4	275.4	305.1	394.1	311.5	581.4	505.7	298.7	337.3	224.4	289.4	414.4	248.9	535.4	278	267.9	472	426.5	355.6	649.8	182.1	526	671.1	216.7	459.5	279	228.6	193.7	492.4	316.2	276.4	348.8	188.7	776.7	502	244.4	409.8	262.3	227.4	183.4	234.1	448.1	367.8	231.7	250	212.7	455.4	220.6	371.2	194.8	136	218.8	258.7	413.9	338.8	319.9	350	475.1	274	487.3	226.4	353.9	346.6	695.4	235.6	240.5
"Contig6006_s_at"	125	163.6	187.1	222.9	46.2	104.2	669.1	915.4	147	123.1	699.2	840.5	130.1	534.2	134	596.6	92	487	117.3	587.9	226.4	588.2	503.5	622.7	418.4	494	86.4	635.8	840.4	595.2	368.2	84.5	131.1	78.9	123.7	114.6	114.9	495.8	125.7	528.1	668.1	109	140	142.4	802.1	101.3	109.4	629.2	675.8	813.5	517.4	130.4	540.3	141	473.1	125.3	212.3	640.4	127.2	122.5	139.8	30.5	61.1	150.1	147.5	113.8	136.1	505.7	470.5	563.8	108.7	134.7	684.2	107.6	126	554.8	116.9	553.1	796.9	497.5	167.8	180.2	288.8	541.9	198	152.4	401.7	141	616.9	693.5	630.5	875	153.3	702.9	991.9	82.2	499.7	115.7	90	56.4	591.1	381.5	80.9	103.6	81.9	892.9	473.4	127.1	509.3	368	94.9	72.8	132.4	444	371.6	135.1	100.3	101.5	442.5	124.2	419.1	92.2	113	128.3	97.9	382.4	716.9	164.3	439.6	553.3	126.8	606.9	613	190.9	297.5	734	112.3	142.4
"Contig6181_at"	238.5	226.8	193.3	238.7	68.6	120.2	202.5	323.5	236.7	105.6	250	256	151.6	206.2	133.3	169	118.3	341.8	141.8	203	125.6	203.1	203.1	140.7	179.2	125.1	110.7	156.2	195.1	123.2	160.4	229.9	110.8	173.8	99.1	139.4	146.2	96.8	151.1	155.9	185.3	143.8	174.5	163.5	221.3	133.3	114.7	238.4	246.2	283.5	186.2	68.6	228.9	190.4	121.5	94.6	145.2	247.7	122.5	126.4	191.9	92.6	76	183.1	153.6	102.5	139	319.3	153.4	129.3	108.4	195.8	223.1	105.3	89.2	156.9	141.7	180.7	247.5	107.4	123.6	175.5	118.5	195.4	83.3	227	174.8	148.5	188.7	203.5	151.7	230.6	118.1	225.6	229.2	91.1	199.4	129.3	116.1	79	218.8	151.1	104.4	105.2	122.8	285.9	234.9	91.1	201.3	142.5	91.9	74	144.8	232.5	155.5	147.4	106.9	149.2	187.9	116.8	187.7	158.3	155.2	123.7	128.7	223.2	126	151.4	172.9	174	85.7	168.1	140.1	110.3	179.1	311.4	154.9	117.6
"Contig6348_at"	5.9	11.5	9.5	9.5	6.7	18	1154.7	1641.3	43.7	17.6	1436.8	1567.8	72	983.4	59.5	807.8	26	1435.6	54.4	1496.6	16.7	1408	1223.6	1111	1189.7	1018.2	79.9	1497.6	1283.6	994.3	691.1	29.9	12.7	27.7	24.9	29	38.1	894	57	1034.9	945.5	43.1	35.8	24	1357	4.1	18.5	1297.7	1400.5	1374.5	1215.7	11.1	1372.3	47.6	909.6	4.9	18.8	1144.5	50.7	18.6	23.8	12.7	25.6	10.2	32	22	23.1	1283.1	1168.8	1396.5	42.1	10.4	1246.6	38.1	19.6	1198.2	52	1728.3	1325.4	956.7	64.2	18.8	779.1	1528.6	105	142.8	905.6	66.7	1263.9	1316.9	1038.3	1581.8	32.9	1141.5	1444.2	36	1283	8.5	27.3	57.7	1223.4	753	6.6	9.7	44.8	1504.8	1073.7	56.1	1225.1	1315.7	5.3	21.9	46.3	1155.5	904.1	4.4	7.3	7.7	1013	18.6	1398.3	14.4	54.4	24.3	62.1	1010	1465.7	79.3	750.8	1281.9	33.5	959.9	1119.5	70.8	67.5	1616.4	4.1	17.2
"Contig6470_at"	3360.5	3166.1	2318.6	3028.4	1879.1	1649.4	3343.5	4715.9	2431.7	1897	3400.1	4036.1	2994	3018	1705	2407.1	1229.3	3829.9	1801.3	3632.2	3270.2	3679.8	3182.5	3318.9	2793.7	2621.4	1436	3809	3627.6	3106.7	2409.8	1891.5	1620.4	2710	2455.3	3545.9	3320.9	2752.6	1901.7	3154.9	3346.1	1411.4	2534.6	1907.5	3808	1891.8	3255.2	3852.7	3479.6	3559.2	2654	2090.9	2970	2439	2214.1	1090.1	2352.7	3387.9	2388	1461.9	2239.6	1795.5	787	2664.8	2077.2	1750.3	1861	3699.1	1826.3	2204.9	3080.2	3156.3	3261.3	1142	1376.1	2092.9	1794.1	3636.5	3111	2138.9	2700	2156.9	1843.7	3247.2	2940	2525.2	2351.2	3671.5	2752.1	2710.6	2435.5	4429	1382	3064.1	3502.2	1144.3	2781.2	2686.6	1763.7	2294.4	3011.5	2050.5	1117	1855.3	1490.9	4677.6	2766	1639.9	2473.9	2285.9	1101.9	1261.7	1876.3	2820.8	2164.7	2197.4	1960.6	1817	2521.2	2180.6	2909.8	1681.1	1642.7	1242.1	2175	2449.4	2569.9	1581.2	2353.9	3726.7	2161.4	3275.6	1473.5	2442.1	3344.3	4110.9	2497.1	2422.4
"Contig6751_at"	152.6	55.4	17.7	77.2	59.7	59.9	105.2	195.5	65.3	52.1	138.3	140.2	63.2	121.8	61.6	78.7	39	138.6	41.7	112.8	99.4	49	127.2	76.1	103	92.6	53.7	102.9	99.8	139.9	49.6	110	47.1	87.1	60.5	169.4	82	61.4	97.2	80.6	108.5	35	38.3	41.1	182	68.2	126.8	138.8	152.9	146	120.1	30.8	105.8	20.4	85.9	42.2	87.9	123.1	53.9	20.5	52.3	26.6	30.9	51.5	74.7	25.4	64.5	165.8	56.3	37.4	133.6	37	108	30.6	16.5	97.6	43	147	93.3	72	47.6	61.6	95.6	89	66.4	73.1	66.8	101.2	129.3	78.5	121.9	150	32.6	134.7	88.4	81.3	115.8	38.3	51.3	107	115.5	87.4	34.7	40.4	16.9	188.1	95.8	45	101.6	60	35.2	47.6	73.7	98.8	95.6	39.2	39.3	45.1	107	49.5	84.7	32.7	55.4	45.7	35	27.2	41.1	49.1	116.8	108.1	39.7	83.6	62.5	37.2	73.1	103.2	19.6	44.9
